,img,0,1,2,3,4,total,0_pct,1_pct,2_pct,3_pct,4_pct,useful_pct
0,M-33-20-D-c-4-2_patch_0_0.tif,0.0,0.0,196608.0,0.0,0.0,196608,0.0,0.0,1.0,0.0,0.0,1.0
1,M-34-51-C-d-4-1_patch_16_12.tif,0.0,0.0,0.0,196608.0,0.0,196608,0.0,0.0,0.0,1.0,0.0,1.0
2,M-34-51-C-d-4-1_patch_14_14.tif,0.0,0.0,0.0,196608.0,0.0,196608,0.0,0.0,0.0,1.0,0.0,1.0
3,M-34-51-C-d-4-1_patch_14_13.tif,0.0,0.0,0.0,196608.0,0.0,196608,0.0,0.0,0.0,1.0,0.0,1.0
4,M-34-51-C-d-4-1_patch_14_12.tif,0.0,0.0,0.0,196608.0,0.0,196608,0.0,0.0,0.0,1.0,0.0,1.0
5,M-34-51-C-d-4-1_patch_14_11.tif,0.0,0.0,0.0,196608.0,0.0,196608,0.0,0.0,0.0,1.0,0.0,1.0
6,M-34-51-C-d-4-1_patch_14_10.tif,0.0,0.0,0.0,196608.0,0.0,196608,0.0,0.0,0.0,1.0,0.0,1.0
7,M-34-51-C-d-4-1_patch_13_9.tif,0.0,0.0,0.0,196608.0,0.0,196608,0.0,0.0,0.0,1.0,0.0,1.0
8,M-34-51-C-d-4-1_patch_13_8.tif,0.0,0.0,0.0,196608.0,0.0,196608,0.0,0.0,0.0,1.0,0.0,1.0
9,N-33-96-D-d-1-1_patch_14_7.tif,0.0,0.0,187635.0,0.0,8973.0,196608,0.0,0.0,0.9543609619140625,0.0,0.0456390380859375,1.0
10,N-33-96-D-d-1-1_patch_14_8.tif,0.0,0.0,195585.0,0.0,1023.0,196608,0.0,0.0,0.9947967529296875,0.0,0.0052032470703125,1.0
11,N-33-96-D-d-1-1_patch_14_9.tif,0.0,0.0,196608.0,0.0,0.0,196608,0.0,0.0,1.0,0.0,0.0,1.0
12,M-34-51-C-d-4-1_patch_13_25.tif,0.0,0.0,0.0,196608.0,0.0,196608,0.0,0.0,0.0,1.0,0.0,1.0
13,M-34-51-C-d-4-1_patch_13_24.tif,0.0,0.0,0.0,196608.0,0.0,196608,0.0,0.0,0.0,1.0,0.0,1.0
14,M-34-51-C-d-4-1_patch_13_23.tif,0.0,0.0,0.0,196608.0,0.0,196608,0.0,0.0,0.0,1.0,0.0,1.0
15,M-34-51-C-d-4-1_patch_13_22.tif,0.0,0.0,0.0,196608.0,0.0,196608,0.0,0.0,0.0,1.0,0.0,1.0
16,M-34-51-C-d-4-1_patch_13_21.tif,0.0,0.0,0.0,196608.0,0.0,196608,0.0,0.0,0.0,1.0,0.0,1.0
17,M-34-51-C-d-4-1_patch_13_20.tif,0.0,0.0,0.0,196608.0,0.0,196608,0.0,0.0,0.0,1.0,0.0,1.0
18,M-34-51-C-d-4-1_patch_13_19.tif,0.0,0.0,0.0,196608.0,0.0,196608,0.0,0.0,0.0,1.0,0.0,1.0
19,M-34-51-C-d-4-1_patch_13_18.tif,0.0,0.0,0.0,196608.0,0.0,196608,0.0,0.0,0.0,1.0,0.0,1.0
20,M-34-51-C-d-4-1_patch_13_17.tif,0.0,0.0,0.0,196608.0,0.0,196608,0.0,0.0,0.0,1.0,0.0,1.0
21,M-34-51-C-d-4-1_patch_13_16.tif,0.0,0.0,0.0,196608.0,0.0,196608,0.0,0.0,0.0,1.0,0.0,1.0
22,M-34-51-C-d-4-1_patch_13_15.tif,0.0,0.0,0.0,196608.0,0.0,196608,0.0,0.0,0.0,1.0,0.0,1.0
23,M-34-51-C-d-4-1_patch_13_14.tif,0.0,0.0,0.0,196608.0,0.0,196608,0.0,0.0,0.0,1.0,0.0,1.0
24,M-34-51-C-d-4-1_patch_13_13.tif,0.0,0.0,0.0,196608.0,0.0,196608,0.0,0.0,0.0,1.0,0.0,1.0
25,M-34-51-C-d-4-1_patch_13_12.tif,0.0,0.0,0.0,196608.0,0.0,196608,0.0,0.0,0.0,1.0,0.0,1.0
26,M-34-51-C-d-4-1_patch_13_11.tif,0.0,0.0,0.0,196608.0,0.0,196608,0.0,0.0,0.0,1.0,0.0,1.0
27,M-34-51-C-d-4-1_patch_13_10.tif,0.0,0.0,0.0,196608.0,0.0,196608,0.0,0.0,0.0,1.0,0.0,1.0
28,M-34-51-C-d-4-1_patch_12_9.tif,0.0,0.0,0.0,196608.0,0.0,196608,0.0,0.0,0.0,1.0,0.0,1.0
29,M-34-51-C-d-4-1_patch_12_8.tif,0.0,0.0,0.0,196608.0,0.0,196608,0.0,0.0,0.0,1.0,0.0,1.0
30,N-33-96-D-d-1-1_patch_15_1.tif,0.0,0.0,196608.0,0.0,0.0,196608,0.0,0.0,1.0,0.0,0.0,1.0
31,M-34-51-C-d-4-1_patch_14_15.tif,0.0,0.0,0.0,196608.0,0.0,196608,0.0,0.0,0.0,1.0,0.0,1.0
32,M-34-51-C-d-4-1_patch_14_16.tif,0.0,0.0,0.0,196608.0,0.0,196608,0.0,0.0,0.0,1.0,0.0,1.0
33,M-34-51-C-d-4-1_patch_14_17.tif,0.0,0.0,0.0,196608.0,0.0,196608,0.0,0.0,0.0,1.0,0.0,1.0
34,M-34-51-C-d-4-1_patch_15_15.tif,0.0,0.0,0.0,196608.0,0.0,196608,0.0,0.0,0.0,1.0,0.0,1.0
35,M-34-51-C-d-4-1_patch_16_10.tif,0.0,0.0,0.0,196608.0,0.0,196608,0.0,0.0,0.0,1.0,0.0,1.0
36,M-34-51-C-d-4-1_patch_15_9.tif,0.0,0.0,0.0,196608.0,0.0,196608,0.0,0.0,0.0,1.0,0.0,1.0
37,M-34-51-C-d-4-1_patch_15_8.tif,0.0,0.0,0.0,196608.0,0.0,196608,0.0,0.0,0.0,1.0,0.0,1.0
38,M-34-51-C-d-4-1_patch_15_7.tif,0.0,0.0,0.0,196608.0,0.0,196608,0.0,0.0,0.0,1.0,0.0,1.0
39,N-33-96-D-d-1-1_patch_13_9.tif,0.0,0.0,196608.0,0.0,0.0,196608,0.0,0.0,1.0,0.0,0.0,1.0
40,N-33-96-D-d-1-1_patch_14_0.tif,0.0,0.0,196608.0,0.0,0.0,196608,0.0,0.0,1.0,0.0,0.0,1.0
41,N-33-96-D-d-1-1_patch_14_1.tif,0.0,0.0,196608.0,0.0,0.0,196608,0.0,0.0,1.0,0.0,0.0,1.0
42,M-34-51-C-d-4-1_patch_15_21.tif,0.0,0.0,0.0,196608.0,0.0,196608,0.0,0.0,0.0,1.0,0.0,1.0
43,M-34-51-C-d-4-1_patch_15_20.tif,0.0,0.0,0.0,196608.0,0.0,196608,0.0,0.0,0.0,1.0,0.0,1.0
44,M-34-51-C-d-4-1_patch_15_19.tif,0.0,0.0,0.0,196608.0,0.0,196608,0.0,0.0,0.0,1.0,0.0,1.0
45,M-34-51-C-d-4-1_patch_15_18.tif,0.0,0.0,0.0,196608.0,0.0,196608,0.0,0.0,0.0,1.0,0.0,1.0
46,M-34-51-C-d-4-1_patch_15_17.tif,0.0,0.0,0.0,196608.0,0.0,196608,0.0,0.0,0.0,1.0,0.0,1.0
47,M-34-51-C-d-4-1_patch_15_16.tif,0.0,0.0,0.0,196608.0,0.0,196608,0.0,0.0,0.0,1.0,0.0,1.0
48,M-34-51-C-d-4-1_patch_15_14.tif,0.0,0.0,0.0,196608.0,0.0,196608,0.0,0.0,0.0,1.0,0.0,1.0
49,M-34-51-C-d-4-1_patch_14_18.tif,0.0,0.0,0.0,196608.0,0.0,196608,0.0,0.0,0.0,1.0,0.0,1.0
50,M-34-51-C-d-4-1_patch_15_13.tif,0.0,0.0,0.0,196608.0,0.0,196608,0.0,0.0,0.0,1.0,0.0,1.0
51,M-34-51-C-d-4-1_patch_15_12.tif,0.0,0.0,0.0,196608.0,0.0,196608,0.0,0.0,0.0,1.0,0.0,1.0
52,M-34-51-C-d-4-1_patch_15_11.tif,0.0,0.0,0.0,196608.0,0.0,196608,0.0,0.0,0.0,1.0,0.0,1.0
53,M-34-51-C-d-4-1_patch_15_10.tif,0.0,0.0,0.0,196608.0,0.0,196608,0.0,0.0,0.0,1.0,0.0,1.0
54,M-34-51-C-d-4-1_patch_14_9.tif,0.0,0.0,0.0,196608.0,0.0,196608,0.0,0.0,0.0,1.0,0.0,1.0
55,M-34-51-C-d-4-1_patch_14_8.tif,0.0,0.0,0.0,196608.0,0.0,196608,0.0,0.0,0.0,1.0,0.0,1.0
56,M-34-51-C-d-4-1_patch_14_7.tif,0.0,0.0,0.0,196608.0,0.0,196608,0.0,0.0,0.0,1.0,0.0,1.0
57,N-33-96-D-d-1-1_patch_14_2.tif,0.0,0.0,196608.0,0.0,0.0,196608,0.0,0.0,1.0,0.0,0.0,1.0
58,N-33-96-D-d-1-1_patch_14_3.tif,0.0,0.0,196608.0,0.0,0.0,196608,0.0,0.0,1.0,0.0,0.0,1.0
59,M-34-51-C-d-4-1_patch_14_22.tif,0.0,0.0,0.0,196608.0,0.0,196608,0.0,0.0,0.0,1.0,0.0,1.0
60,M-34-51-C-d-4-1_patch_14_21.tif,0.0,0.0,0.0,196608.0,0.0,196608,0.0,0.0,0.0,1.0,0.0,1.0
61,M-34-51-C-d-4-1_patch_14_20.tif,0.0,0.0,0.0,196608.0,0.0,196608,0.0,0.0,0.0,1.0,0.0,1.0
62,M-34-51-C-d-4-1_patch_14_19.tif,0.0,0.0,0.0,196608.0,0.0,196608,0.0,0.0,0.0,1.0,0.0,1.0
63,N-33-96-D-d-1-1_patch_15_12.tif,0.0,0.0,196608.0,0.0,0.0,196608,0.0,0.0,1.0,0.0,0.0,1.0
64,N-33-96-D-d-1-1_patch_15_13.tif,0.0,0.0,196608.0,0.0,0.0,196608,0.0,0.0,1.0,0.0,0.0,1.0
65,M-34-51-C-d-4-1_patch_12_26.tif,0.0,0.0,0.0,196608.0,0.0,196608,0.0,0.0,0.0,1.0,0.0,1.0
66,M-34-51-C-d-4-1_patch_10_24.tif,0.0,0.0,0.0,196608.0,0.0,196608,0.0,0.0,0.0,1.0,0.0,1.0
67,M-34-51-C-d-4-1_patch_11_16.tif,0.0,0.0,0.0,196608.0,0.0,196608,0.0,0.0,0.0,1.0,0.0,1.0
68,M-34-51-C-d-4-1_patch_11_15.tif,0.0,0.0,0.0,196608.0,0.0,196608,0.0,0.0,0.0,1.0,0.0,1.0
69,M-34-51-C-d-4-1_patch_11_14.tif,0.0,0.0,0.0,196608.0,0.0,196608,0.0,0.0,0.0,1.0,0.0,1.0
70,M-34-51-C-d-4-1_patch_11_13.tif,0.0,0.0,0.0,196608.0,0.0,196608,0.0,0.0,0.0,1.0,0.0,1.0
71,M-34-51-C-d-4-1_patch_11_12.tif,0.0,0.0,0.0,196608.0,0.0,196608,0.0,0.0,0.0,1.0,0.0,1.0
72,M-34-51-C-d-4-1_patch_11_11.tif,0.0,0.0,0.0,196608.0,0.0,196608,0.0,0.0,0.0,1.0,0.0,1.0
73,M-34-51-C-d-4-1_patch_11_10.tif,0.0,0.0,0.0,196608.0,0.0,196608,0.0,0.0,0.0,1.0,0.0,1.0
74,M-34-51-C-d-4-1_patch_10_9.tif,0.0,0.0,0.0,196608.0,0.0,196608,0.0,0.0,0.0,1.0,0.0,1.0
75,M-34-51-C-d-4-1_patch_10_8.tif,0.0,0.0,0.0,196608.0,0.0,196608,0.0,0.0,0.0,1.0,0.0,1.0
76,N-33-96-D-d-1-1_patch_15_8.tif,0.0,0.0,196608.0,0.0,0.0,196608,0.0,0.0,1.0,0.0,0.0,1.0
77,M-34-51-C-d-4-1_patch_10_30.tif,0.0,0.0,196608.0,0.0,0.0,196608,0.0,0.0,1.0,0.0,0.0,1.0
78,M-34-51-C-d-4-1_patch_10_26.tif,0.0,0.0,0.0,196608.0,0.0,196608,0.0,0.0,0.0,1.0,0.0,1.0
